,label,text,precautions
4002,tuberculosis,chills  vomiting  fatigue  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum,cover mouth  consult doctor  medication  rest
4003,common cold,continuous sneezing  chills  fatigue  cough  high fever  headache  swelled lymph nodes  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain,drink vitamin c rich drinks  take vapour  avoid cold food  keep fever in check
4004,pneumonia,chills  fatigue  cough  high fever  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum,consult doctor  medication  rest  follow up
4005,dimorphic hemmorhoids(piles),constipation  pain during bowel movements  pain in anal region  bloody stool  irritation in anus,avoid fatty spicy food  consume witch hazel  warm bath with epsom salt  consume alovera juice
4007,varicose veins,fatigue  cramps  bruising  obesity  swollen legs  swollen blood vessels  prominent veins on calf,lie down flat and raise the leg high  use oinments  use vein compression  dont stand still for long
4008,hypothyroidism,fatigue  weight gain  cold hands and feets  mood swings  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation,reduce stress  exercise  eat healthy  get proper sleep
4009,hyperthyroidism,fatigue  mood swings  weight loss  restlessness  sweating  diarrhoea  fast heart rate  excessive hunger  muscle weakness  irritability  abnormal menstruation,eat healthy  massage  use lemon balm  take radioactive iodine treatment
4010,hypoglycemia,vomiting  fatigue  anxiety  sweating  headache  nausea  blurred and distorted vision  excessive hunger  drying and tingling lips  slurred speech  irritability  palpitations,lie down on side  check in pulse  drink sugary drinks  consult doctor
4011,osteoarthristis,joint pain  neck pain  knee pain  hip joint pain  swelling joints  painful walking,acetaminophen  consult nearest hospital  follow up  salt baths
4012,arthritis,muscle weakness  stiff neck  swelling joints  movement stiffness  painful walking,exercise  use hot and cold therapy  try acupuncture  massage
4013,(vertigo) paroymsal  positional vertigo,vomiting  headache  nausea  spinning movements  loss of balance  unsteadiness,lie down  avoid sudden change in body  avoid abrupt head movment  relax
4014,acne,skin rash  pus filled pimples  blackheads  scurring,bath twice  avoid fatty spicy food  drink plenty of water  avoid too many products
4015,urinary tract infection,burning micturition  bladder discomfort  foul smell of urine  continuous feel of urine,drink plenty of water  increase vitamin c intake  drink cranberry juice  take probiotics
4016,psoriasis,skin rash  joint pain  skin peeling  silver like dusting  small dents in nails  inflammatory nails,wash hands with warm soapy water  stop bleeding using pressure  consult doctor  salt baths
4017,impetigo,skin rash  high fever  blister  red sore around nose  yellow crust ooze,soak affected area in warm water  use antibiotics  remove scabs with wet compressed cloth  consult doctor
4018,fungal infection,itching  skin rash  nodal skin eruptions  dischromic  patches,bath twice  use detol or neem in bathing water  keep infected area dry  use clean cloths
4020,gerd,stomach pain  acidity  ulcers on tongue  vomiting  cough  chest pain,avoid fatty spicy food  avoid lying down after eating  maintain healthy weight  exercise
4021,chronic cholestasis,itching  vomiting  yellowish skin  nausea  loss of appetite  abdominal pain  yellowing of eyes,cold baths  anti itch medicine  consult doctor  eat healthy
4023,peptic ulcer diseae,vomiting  indigestion  loss of appetite  abdominal pain  passage of gases  internal itching,avoid fatty spicy food  consume probiotic food  eliminate milk  limit alcohol
4024,aids,muscle wasting  patches in throat  high fever  extra marital contacts,avoid open cuts  wear ppe if possible  consult doctor  follow up
4025,diabetes ,fatigue  weight loss  restlessness  lethargy  irregular sugar level  blurred and distorted vision  obesity  excessive hunger  increased appetite  polyuria,have balanced diet  exercise  consult doctor  follow up
4026,gastroenteritis,vomiting  sunken eyes  dehydration  diarrhoea,stop eating solid food for while  try taking small sips of water  rest  ease back into eating
4027,bronchial asthma,fatigue  cough  high fever  breathlessness  family history  mucoid sputum,switch to loose cloothing  take deep breaths  get away from trigger  seek help
4028,hypertension ,headache  chest pain  dizziness  loss of balance  lack of concentration,meditation  salt baths  reduce stress  get proper sleep
4029,migraine,acidity  indigestion  headache  blurred and distorted vision  excessive hunger  stiff neck  depression  irritability  visual disturbances,meditation  reduce stress  use poloroid glasses in sun  consult doctor
4030,cervical spondylosis,back pain  weakness in limbs  neck pain  dizziness  loss of balance,use heating pad or cold pack  exercise  take otc pain reliver  consult doctor
4031,paralysis (brain hemorrhage),vomiting  headache  weakness of one body side  altered sensorium,massage  eat healthy  exercise  consult doctor
4032,jaundice,itching  vomiting  fatigue  weight loss  high fever  yellowish skin  dark urine  abdominal pain,drink plenty of water  consume milk thistle  eat fruits and high fiberous food  medication
4033,malaria,chills  vomiting  high fever  sweating  headache  nausea  diarrhoea  muscle pain,Consult nearest hospital  avoid oily food  avoid non veg food  keep mosquitos out
4034,chicken pox,itching  skin rash  fatigue  lethargy  high fever  headache  loss of appetite  mild fever  swelled lymph nodes  malaise  red spots over body,use neem in bathing   consume neem leaves  take vaccine  avoid public places
4035,dengue,skin rash  chills  joint pain  vomiting  fatigue  high fever  headache  nausea  loss of appetite  pain behind the eyes  back pain  malaise  muscle pain  red spots over body,drink papaya leaf juice  avoid fatty spicy food  keep mosquitos away  keep hydrated
4036,typhoid,chills  vomiting  fatigue  high fever  headache  nausea  constipation  abdominal pain  diarrhoea  toxic look (typhos)  belly pain,eat high calorie vegitables  antiboitic therapy  consult doctor  medication
4037,hepatitis a,joint pain  vomiting  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  diarrhoea  mild fever  yellowing of eyes  muscle pain,Consult nearest hospital  wash hands through  avoid fatty spicy food  medication
4038,hepatitis b,itching  fatigue  lethargy  yellowish skin  dark urine  loss of appetite  abdominal pain  yellow urine  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections,consult nearest hospital  vaccination  eat healthy  medication
4039,hepatitis c,fatigue  yellowish skin  nausea  loss of appetite  yellowing of eyes  family history,Consult nearest hospital  vaccination  eat healthy  medication
4040,hepatitis d,joint pain  vomiting  fatigue  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes,consult doctor  medication  eat healthy  follow up
4041,hepatitis e,joint pain  vomiting  fatigue  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,stop alcohol consumption  rest  consult doctor  medication
4042,alcoholic hepatitis,vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload,stop alcohol consumption  consult doctor  medication  follow up
4043,tuberculosis,chills  vomiting  fatigue  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum,cover mouth  consult doctor  medication  rest
4044,common cold,continuous sneezing  chills  fatigue  cough  high fever  headache  swelled lymph nodes  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain,drink vitamin c rich drinks  take vapour  avoid cold food  keep fever in check
4045,pneumonia,chills  fatigue  cough  high fever  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum,consult doctor  medication  rest  follow up
4046,dimorphic hemmorhoids(piles),constipation  pain during bowel movements  pain in anal region  bloody stool  irritation in anus,avoid fatty spicy food  consume witch hazel  warm bath with epsom salt  consume alovera juice
4048,varicose veins,fatigue  cramps  bruising  obesity  swollen legs  swollen blood vessels  prominent veins on calf,lie down flat and raise the leg high  use oinments  use vein compression  dont stand still for long
4049,hypothyroidism,fatigue  weight gain  cold hands and feets  mood swings  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation,reduce stress  exercise  eat healthy  get proper sleep
4050,hyperthyroidism,fatigue  mood swings  weight loss  restlessness  sweating  diarrhoea  fast heart rate  excessive hunger  muscle weakness  irritability  abnormal menstruation,eat healthy  massage  use lemon balm  take radioactive iodine treatment
4051,hypoglycemia,vomiting  fatigue  anxiety  sweating  headache  nausea  blurred and distorted vision  excessive hunger  drying and tingling lips  slurred speech  irritability  palpitations,lie down on side  check in pulse  drink sugary drinks  consult doctor
4052,osteoarthristis,joint pain  neck pain  knee pain  hip joint pain  swelling joints  painful walking,acetaminophen  consult nearest hospital  follow up  salt baths
4053,arthritis,muscle weakness  stiff neck  swelling joints  movement stiffness  painful walking,exercise  use hot and cold therapy  try acupuncture  massage
4054,(vertigo) paroymsal  positional vertigo,vomiting  headache  nausea  spinning movements  loss of balance  unsteadiness,lie down  avoid sudden change in body  avoid abrupt head movment  relax
4055,acne,skin rash  pus filled pimples  blackheads  scurring,bath twice  avoid fatty spicy food  drink plenty of water  avoid too many products
4056,urinary tract infection,burning micturition  bladder discomfort  foul smell of urine  continuous feel of urine,drink plenty of water  increase vitamin c intake  drink cranberry juice  take probiotics
4057,psoriasis,skin rash  joint pain  skin peeling  silver like dusting  small dents in nails  inflammatory nails,wash hands with warm soapy water  stop bleeding using pressure  consult doctor  salt baths
4058,impetigo,skin rash  high fever  blister  red sore around nose  yellow crust ooze,soak affected area in warm water  use antibiotics  remove scabs with wet compressed cloth  consult doctor
4059,fungal infection,itching  skin rash  nodal skin eruptions  dischromic  patches,bath twice  use detol or neem in bathing water  keep infected area dry  use clean cloths
4061,gerd,stomach pain  acidity  ulcers on tongue  vomiting  cough  chest pain,avoid fatty spicy food  avoid lying down after eating  maintain healthy weight  exercise
4062,chronic cholestasis,itching  vomiting  yellowish skin  nausea  loss of appetite  abdominal pain  yellowing of eyes,cold baths  anti itch medicine  consult doctor  eat healthy
4064,peptic ulcer diseae,vomiting  indigestion  loss of appetite  abdominal pain  passage of gases  internal itching,avoid fatty spicy food  consume probiotic food  eliminate milk  limit alcohol
4065,aids,muscle wasting  patches in throat  high fever  extra marital contacts,avoid open cuts  wear ppe if possible  consult doctor  follow up
4066,diabetes ,fatigue  weight loss  restlessness  lethargy  irregular sugar level  blurred and distorted vision  obesity  excessive hunger  increased appetite  polyuria,have balanced diet  exercise  consult doctor  follow up
4067,gastroenteritis,vomiting  sunken eyes  dehydration  diarrhoea,stop eating solid food for while  try taking small sips of water  rest  ease back into eating
4068,bronchial asthma,fatigue  cough  high fever  breathlessness  family history  mucoid sputum,switch to loose cloothing  take deep breaths  get away from trigger  seek help
4069,hypertension ,headache  chest pain  dizziness  loss of balance  lack of concentration,meditation  salt baths  reduce stress  get proper sleep
4070,migraine,acidity  indigestion  headache  blurred and distorted vision  excessive hunger  stiff neck  depression  irritability  visual disturbances,meditation  reduce stress  use poloroid glasses in sun  consult doctor
4071,cervical spondylosis,back pain  weakness in limbs  neck pain  dizziness  loss of balance,use heating pad or cold pack  exercise  take otc pain reliver  consult doctor
4072,paralysis (brain hemorrhage),vomiting  headache  weakness of one body side  altered sensorium,massage  eat healthy  exercise  consult doctor
4073,jaundice,itching  vomiting  fatigue  weight loss  high fever  yellowish skin  dark urine  abdominal pain,drink plenty of water  consume milk thistle  eat fruits and high fiberous food  medication
4074,malaria,chills  vomiting  high fever  sweating  headache  nausea  diarrhoea  muscle pain,Consult nearest hospital  avoid oily food  avoid non veg food  keep mosquitos out
4075,chicken pox,itching  skin rash  fatigue  lethargy  high fever  headache  loss of appetite  mild fever  swelled lymph nodes  malaise  red spots over body,use neem in bathing   consume neem leaves  take vaccine  avoid public places
4076,dengue,skin rash  chills  joint pain  vomiting  fatigue  high fever  headache  nausea  loss of appetite  pain behind the eyes  back pain  malaise  muscle pain  red spots over body,drink papaya leaf juice  avoid fatty spicy food  keep mosquitos away  keep hydrated
4077,typhoid,chills  vomiting  fatigue  high fever  headache  nausea  constipation  abdominal pain  diarrhoea  toxic look (typhos)  belly pain,eat high calorie vegitables  antiboitic therapy  consult doctor  medication
4078,hepatitis a,joint pain  vomiting  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  diarrhoea  mild fever  yellowing of eyes  muscle pain,Consult nearest hospital  wash hands through  avoid fatty spicy food  medication
4079,hepatitis b,itching  fatigue  lethargy  yellowish skin  dark urine  loss of appetite  abdominal pain  yellow urine  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections,consult nearest hospital  vaccination  eat healthy  medication
4080,hepatitis c,fatigue  yellowish skin  nausea  loss of appetite  yellowing of eyes  family history,Consult nearest hospital  vaccination  eat healthy  medication
4081,hepatitis d,joint pain  vomiting  fatigue  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes,consult doctor  medication  eat healthy  follow up
4082,hepatitis e,joint pain  vomiting  fatigue  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,stop alcohol consumption  rest  consult doctor  medication
4083,alcoholic hepatitis,vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload,stop alcohol consumption  consult doctor  medication  follow up
4084,tuberculosis,chills  vomiting  fatigue  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum,cover mouth  consult doctor  medication  rest
4085,common cold,continuous sneezing  chills  fatigue  cough  high fever  headache  swelled lymph nodes  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain,drink vitamin c rich drinks  take vapour  avoid cold food  keep fever in check
4086,pneumonia,chills  fatigue  cough  high fever  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum,consult doctor  medication  rest  follow up
4087,dimorphic hemmorhoids(piles),constipation  pain during bowel movements  pain in anal region  bloody stool  irritation in anus,avoid fatty spicy food  consume witch hazel  warm bath with epsom salt  consume alovera juice
4089,varicose veins,fatigue  cramps  bruising  obesity  swollen legs  swollen blood vessels  prominent veins on calf,lie down flat and raise the leg high  use oinments  use vein compression  dont stand still for long
4090,hypothyroidism,fatigue  weight gain  cold hands and feets  mood swings  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation,reduce stress  exercise  eat healthy  get proper sleep
4091,hyperthyroidism,fatigue  mood swings  weight loss  restlessness  sweating  diarrhoea  fast heart rate  excessive hunger  muscle weakness  irritability  abnormal menstruation,eat healthy  massage  use lemon balm  take radioactive iodine treatment
4092,hypoglycemia,vomiting  fatigue  anxiety  sweating  headache  nausea  blurred and distorted vision  excessive hunger  drying and tingling lips  slurred speech  irritability  palpitations,lie down on side  check in pulse  drink sugary drinks  consult doctor
4093,osteoarthristis,joint pain  neck pain  knee pain  hip joint pain  swelling joints  painful walking,acetaminophen  consult nearest hospital  follow up  salt baths
4094,arthritis,muscle weakness  stiff neck  swelling joints  movement stiffness  painful walking,exercise  use hot and cold therapy  try acupuncture  massage
4095,(vertigo) paroymsal  positional vertigo,vomiting  headache  nausea  spinning movements  loss of balance  unsteadiness,lie down  avoid sudden change in body  avoid abrupt head movment  relax
4096,acne,skin rash  pus filled pimples  blackheads  scurring,bath twice  avoid fatty spicy food  drink plenty of water  avoid too many products
4097,urinary tract infection,burning micturition  bladder discomfort  foul smell of urine  continuous feel of urine,drink plenty of water  increase vitamin c intake  drink cranberry juice  take probiotics
4098,psoriasis,skin rash  joint pain  skin peeling  silver like dusting  small dents in nails  inflammatory nails,wash hands with warm soapy water  stop bleeding using pressure  consult doctor  salt baths
4099,impetigo,skin rash  high fever  blister  red sore around nose  yellow crust ooze,soak affected area in warm water  use antibiotics  remove scabs with wet compressed cloth  consult doctor
4100,fungal infection,itching  skin rash  nodal skin eruptions  dischromic  patches,bath twice  use detol or neem in bathing water  keep infected area dry  use clean cloths
4102,gerd,stomach pain  acidity  ulcers on tongue  vomiting  cough  chest pain,avoid fatty spicy food  avoid lying down after eating  maintain healthy weight  exercise
4103,chronic cholestasis,itching  vomiting  yellowish skin  nausea  loss of appetite  abdominal pain  yellowing of eyes,cold baths  anti itch medicine  consult doctor  eat healthy
4105,peptic ulcer diseae,vomiting  indigestion  loss of appetite  abdominal pain  passage of gases  internal itching,avoid fatty spicy food  consume probiotic food  eliminate milk  limit alcohol
4106,aids,muscle wasting  patches in throat  high fever  extra marital contacts,avoid open cuts  wear ppe if possible  consult doctor  follow up
4107,diabetes ,fatigue  weight loss  restlessness  lethargy  irregular sugar level  blurred and distorted vision  obesity  excessive hunger  increased appetite  polyuria,have balanced diet  exercise  consult doctor  follow up
4108,gastroenteritis,vomiting  sunken eyes  dehydration  diarrhoea,stop eating solid food for while  try taking small sips of water  rest  ease back into eating
4109,bronchial asthma,fatigue  cough  high fever  breathlessness  family history  mucoid sputum,switch to loose cloothing  take deep breaths  get away from trigger  seek help
4110,hypertension ,headache  chest pain  dizziness  loss of balance  lack of concentration,meditation  salt baths  reduce stress  get proper sleep
4111,migraine,acidity  indigestion  headache  blurred and distorted vision  excessive hunger  stiff neck  depression  irritability  visual disturbances,meditation  reduce stress  use poloroid glasses in sun  consult doctor
4112,cervical spondylosis,back pain  weakness in limbs  neck pain  dizziness  loss of balance,use heating pad or cold pack  exercise  take otc pain reliver  consult doctor
4113,paralysis (brain hemorrhage),vomiting  headache  weakness of one body side  altered sensorium,massage  eat healthy  exercise  consult doctor
4114,jaundice,itching  vomiting  fatigue  weight loss  high fever  yellowish skin  dark urine  abdominal pain,drink plenty of water  consume milk thistle  eat fruits and high fiberous food  medication
4115,malaria,chills  vomiting  high fever  sweating  headache  nausea  diarrhoea  muscle pain,Consult nearest hospital  avoid oily food  avoid non veg food  keep mosquitos out
4116,chicken pox,itching  skin rash  fatigue  lethargy  high fever  headache  loss of appetite  mild fever  swelled lymph nodes  malaise  red spots over body,use neem in bathing   consume neem leaves  take vaccine  avoid public places
4117,dengue,skin rash  chills  joint pain  vomiting  fatigue  high fever  headache  nausea  loss of appetite  pain behind the eyes  back pain  malaise  muscle pain  red spots over body,drink papaya leaf juice  avoid fatty spicy food  keep mosquitos away  keep hydrated
4118,typhoid,chills  vomiting  fatigue  high fever  headache  nausea  constipation  abdominal pain  diarrhoea  toxic look (typhos)  belly pain,eat high calorie vegitables  antiboitic therapy  consult doctor  medication
4119,hepatitis a,joint pain  vomiting  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  diarrhoea  mild fever  yellowing of eyes  muscle pain,Consult nearest hospital  wash hands through  avoid fatty spicy food  medication
4120,hepatitis b,itching  fatigue  lethargy  yellowish skin  dark urine  loss of appetite  abdominal pain  yellow urine  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections,consult nearest hospital  vaccination  eat healthy  medication
4121,hepatitis c,fatigue  yellowish skin  nausea  loss of appetite  yellowing of eyes  family history,Consult nearest hospital  vaccination  eat healthy  medication
4122,hepatitis d,joint pain  vomiting  fatigue  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes,consult doctor  medication  eat healthy  follow up
4123,hepatitis e,joint pain  vomiting  fatigue  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,stop alcohol consumption  rest  consult doctor  medication
4124,alcoholic hepatitis,vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload,stop alcohol consumption  consult doctor  medication  follow up
4125,tuberculosis,chills  vomiting  fatigue  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum,cover mouth  consult doctor  medication  rest
4126,common cold,continuous sneezing  chills  fatigue  cough  high fever  headache  swelled lymph nodes  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain,drink vitamin c rich drinks  take vapour  avoid cold food  keep fever in check
4127,pneumonia,chills  fatigue  cough  high fever  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum,consult doctor  medication  rest  follow up
4128,dimorphic hemmorhoids(piles),constipation  pain during bowel movements  pain in anal region  bloody stool  irritation in anus,avoid fatty spicy food  consume witch hazel  warm bath with epsom salt  consume alovera juice
4130,varicose veins,fatigue  cramps  bruising  obesity  swollen legs  swollen blood vessels  prominent veins on calf,lie down flat and raise the leg high  use oinments  use vein compression  dont stand still for long
4131,hypothyroidism,fatigue  weight gain  cold hands and feets  mood swings  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation,reduce stress  exercise  eat healthy  get proper sleep
4132,hyperthyroidism,fatigue  mood swings  weight loss  restlessness  sweating  diarrhoea  fast heart rate  excessive hunger  muscle weakness  irritability  abnormal menstruation,eat healthy  massage  use lemon balm  take radioactive iodine treatment
4133,hypoglycemia,vomiting  fatigue  anxiety  sweating  headache  nausea  blurred and distorted vision  excessive hunger  drying and tingling lips  slurred speech  irritability  palpitations,lie down on side  check in pulse  drink sugary drinks  consult doctor
4134,osteoarthristis,joint pain  neck pain  knee pain  hip joint pain  swelling joints  painful walking,acetaminophen  consult nearest hospital  follow up  salt baths
4135,arthritis,muscle weakness  stiff neck  swelling joints  movement stiffness  painful walking,exercise  use hot and cold therapy  try acupuncture  massage
4136,(vertigo) paroymsal  positional vertigo,vomiting  headache  nausea  spinning movements  loss of balance  unsteadiness,lie down  avoid sudden change in body  avoid abrupt head movment  relax
4137,acne,skin rash  pus filled pimples  blackheads  scurring,bath twice  avoid fatty spicy food  drink plenty of water  avoid too many products
4138,urinary tract infection,burning micturition  bladder discomfort  foul smell of urine  continuous feel of urine,drink plenty of water  increase vitamin c intake  drink cranberry juice  take probiotics
4139,psoriasis,skin rash  joint pain  skin peeling  silver like dusting  small dents in nails  inflammatory nails,wash hands with warm soapy water  stop bleeding using pressure  consult doctor  salt baths
4140,impetigo,skin rash  high fever  blister  red sore around nose  yellow crust ooze,soak affected area in warm water  use antibiotics  remove scabs with wet compressed cloth  consult doctor
4141,fungal infection,itching  skin rash  nodal skin eruptions  dischromic  patches,bath twice  use detol or neem in bathing water  keep infected area dry  use clean cloths
4143,gerd,stomach pain  acidity  ulcers on tongue  vomiting  cough  chest pain,avoid fatty spicy food  avoid lying down after eating  maintain healthy weight  exercise
4144,chronic cholestasis,itching  vomiting  yellowish skin  nausea  loss of appetite  abdominal pain  yellowing of eyes,cold baths  anti itch medicine  consult doctor  eat healthy
4146,peptic ulcer diseae,vomiting  indigestion  loss of appetite  abdominal pain  passage of gases  internal itching,avoid fatty spicy food  consume probiotic food  eliminate milk  limit alcohol
4147,aids,muscle wasting  patches in throat  high fever  extra marital contacts,avoid open cuts  wear ppe if possible  consult doctor  follow up
4148,diabetes ,fatigue  weight loss  restlessness  lethargy  irregular sugar level  blurred and distorted vision  obesity  excessive hunger  increased appetite  polyuria,have balanced diet  exercise  consult doctor  follow up
4149,gastroenteritis,vomiting  sunken eyes  dehydration  diarrhoea,stop eating solid food for while  try taking small sips of water  rest  ease back into eating
4150,bronchial asthma,fatigue  cough  high fever  breathlessness  family history  mucoid sputum,switch to loose cloothing  take deep breaths  get away from trigger  seek help
4151,hypertension ,headache  chest pain  dizziness  loss of balance  lack of concentration,meditation  salt baths  reduce stress  get proper sleep
4152,migraine,acidity  indigestion  headache  blurred and distorted vision  excessive hunger  stiff neck  depression  irritability  visual disturbances,meditation  reduce stress  use poloroid glasses in sun  consult doctor
4153,cervical spondylosis,back pain  weakness in limbs  neck pain  dizziness  loss of balance,use heating pad or cold pack  exercise  take otc pain reliver  consult doctor
4154,paralysis (brain hemorrhage),vomiting  headache  weakness of one body side  altered sensorium,massage  eat healthy  exercise  consult doctor
4155,jaundice,itching  vomiting  fatigue  weight loss  high fever  yellowish skin  dark urine  abdominal pain,drink plenty of water  consume milk thistle  eat fruits and high fiberous food  medication
4156,malaria,chills  vomiting  high fever  sweating  headache  nausea  diarrhoea  muscle pain,Consult nearest hospital  avoid oily food  avoid non veg food  keep mosquitos out
4157,chicken pox,itching  skin rash  fatigue  lethargy  high fever  headache  loss of appetite  mild fever  swelled lymph nodes  malaise  red spots over body,use neem in bathing   consume neem leaves  take vaccine  avoid public places
4158,dengue,skin rash  chills  joint pain  vomiting  fatigue  high fever  headache  nausea  loss of appetite  pain behind the eyes  back pain  malaise  muscle pain  red spots over body,drink papaya leaf juice  avoid fatty spicy food  keep mosquitos away  keep hydrated
4159,typhoid,chills  vomiting  fatigue  high fever  headache  nausea  constipation  abdominal pain  diarrhoea  toxic look (typhos)  belly pain,eat high calorie vegitables  antiboitic therapy  consult doctor  medication
4160,hepatitis a,joint pain  vomiting  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  diarrhoea  mild fever  yellowing of eyes  muscle pain,Consult nearest hospital  wash hands through  avoid fatty spicy food  medication
4161,hepatitis b,itching  fatigue  lethargy  yellowish skin  dark urine  loss of appetite  abdominal pain  yellow urine  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections,consult nearest hospital  vaccination  eat healthy  medication
4162,hepatitis c,fatigue  yellowish skin  nausea  loss of appetite  yellowing of eyes  family history,Consult nearest hospital  vaccination  eat healthy  medication
4163,hepatitis d,joint pain  vomiting  fatigue  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes,consult doctor  medication  eat healthy  follow up
4164,hepatitis e,joint pain  vomiting  fatigue  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,stop alcohol consumption  rest  consult doctor  medication
4165,alcoholic hepatitis,vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload,stop alcohol consumption  consult doctor  medication  follow up
4166,tuberculosis,chills  vomiting  fatigue  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum,cover mouth  consult doctor  medication  rest
4167,common cold,continuous sneezing  chills  fatigue  cough  high fever  headache  swelled lymph nodes  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain,drink vitamin c rich drinks  take vapour  avoid cold food  keep fever in check
4168,pneumonia,chills  fatigue  cough  high fever  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum,consult doctor  medication  rest  follow up
4169,dimorphic hemmorhoids(piles),constipation  pain during bowel movements  pain in anal region  bloody stool  irritation in anus,avoid fatty spicy food  consume witch hazel  warm bath with epsom salt  consume alovera juice
4171,varicose veins,fatigue  cramps  bruising  obesity  swollen legs  swollen blood vessels  prominent veins on calf,lie down flat and raise the leg high  use oinments  use vein compression  dont stand still for long
4172,hypothyroidism,fatigue  weight gain  cold hands and feets  mood swings  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation,reduce stress  exercise  eat healthy  get proper sleep
4173,hyperthyroidism,fatigue  mood swings  weight loss  restlessness  sweating  diarrhoea  fast heart rate  excessive hunger  muscle weakness  irritability  abnormal menstruation,eat healthy  massage  use lemon balm  take radioactive iodine treatment
4174,hypoglycemia,vomiting  fatigue  anxiety  sweating  headache  nausea  blurred and distorted vision  excessive hunger  drying and tingling lips  slurred speech  irritability  palpitations,lie down on side  check in pulse  drink sugary drinks  consult doctor
4175,osteoarthristis,joint pain  neck pain  knee pain  hip joint pain  swelling joints  painful walking,acetaminophen  consult nearest hospital  follow up  salt baths
4176,arthritis,muscle weakness  stiff neck  swelling joints  movement stiffness  painful walking,exercise  use hot and cold therapy  try acupuncture  massage
4177,(vertigo) paroymsal  positional vertigo,vomiting  headache  nausea  spinning movements  loss of balance  unsteadiness,lie down  avoid sudden change in body  avoid abrupt head movment  relax
4178,acne,skin rash  pus filled pimples  blackheads  scurring,bath twice  avoid fatty spicy food  drink plenty of water  avoid too many products
4179,urinary tract infection,burning micturition  bladder discomfort  foul smell of urine  continuous feel of urine,drink plenty of water  increase vitamin c intake  drink cranberry juice  take probiotics
